params_lookback,mean,std,min,count
4,0.016967051662504673,0.016068321612949008,0.008346019312739372,8
8,0.010859921807423234,0.0039189483095016546,0.007576972246170044,8
13,0.010234036104027497,0.006256737256287835,0.004939728882163763,59
