lr_bin,mean,std,min,count
1e-4-3e-4,0.06480400916188955,0.09687599263611343,0.009787923656404018,16
3e-4-6e-4,0.04602626177736304,0.06073793973535987,0.007060493342578411,22
6e-4-1e-3,0.0440955133605245,0.04688489086846146,0.00538878096267581,37
