params_units,mean,std,min,count
8,0.010527778217302901,0.006949550579682578,0.004112303722649813,49
16,0.02750029435588254,0.03685931994380507,0.006554722785949707,18
32,0.017481132643297315,0.010943562443907191,0.008118988014757633,8
