params_lookback,mean,std,min,count
4,0.01677938865032047,0.006656172687928122,0.010219620540738106,8
8,0.009399694536684775,0.007821657577337339,0.0045493124052882195,51
13,0.015252890560077503,0.015718540083627983,0.006546289660036564,16
