lr_bin,mean,std,min,count
1e-4-3e-4,0.019739902027967302,0.013839445551016532,0.007290301378816366,11
3e-4-6e-4,0.017479184696352797,0.01136041704020088,0.0053603556007146835,19
6e-4-1e-3,0.009278187445468372,0.007764892299701777,0.0040360488928854465,45
