params_units,mean,std,min,count
8,0.004434700356796384,0.0028344195513009688,0.0017897377256304026,52
16,0.0045893791830167174,0.002129803895955327,0.0029821505304425955,8
32,0.006039149888480703,0.0049088168114409135,0.002511092461645603,15
