dropout_bin,mean,std,min,count
0.10-0.20,0.022752592728162806,0.013446472394057227,0.012073583900928497,12
0.20-0.30,0.021168244470443045,0.02721800217929162,0.003549918532371521,42
0.30-0.40,0.03153168447315693,0.04239992519001325,0.007327143102884293,15
0.40-0.50,0.02316894770289461,0.023331385364529778,0.012641694396734238,6
