dropout_bin,mean,std,min,count
0.10-0.20,0.030160318527902876,0.02037849127518597,0.011266117915511131,7
0.20-0.30,0.022960505812712338,0.015440156949147554,0.006215019151568413,23
0.30-0.40,0.02331320943836218,0.029708626680686873,0.005754669196903706,39
0.40-0.50,0.02094465245803197,0.016846760579405467,0.00877077691257,6
