params_lookback,mean,std,min,count
4,0.01389614213258028,0.005255910960921081,0.00830355565994978,10
8,0.01631572496262379,0.012157689404187152,0.0037826159968972206,16
13,0.010643228593909619,0.007318703286302597,0.004447238054126501,49
