number,value,datetime_start,datetime_complete,duration,params_batch,params_dropout,params_lookback,params_lr,params_optimizer,params_units,user_attrs_epochs,state
0,0.04675811529159546,2026-08-05 23:27:14.185588,2026-08-05 23:27:15.618737,0 days 00:00:01.433149,16,0.31454823528789616,4,0.0001412307322726371,RMSprop,8,34,COMPLETE
1,0.005315709393471479,2026-08-05 23:27:15.619136,2026-08-05 23:27:18.082518,0 days 00:00:02.463382,8,0.42297550658071226,8,0.00044670701813470534,Adam,32,37,COMPLETE
2,0.01220659539103508,2026-08-05 23:27:18.082899,2026-08-05 23:27:22.215025,0 days 00:00:04.132126,16,0.413918971750129,4,0.00022289847460856387,RMSprop,8,150,COMPLETE
3,0.01778380572795868,2026-08-05 23:27:22.215361,2026-08-05 23:27:27.377153,0 days 00:00:05.161792,16,0.2940923904205948,8,0.00022262963314449296,Adam,8,150,COMPLETE
4,0.007783158216625452,2026-08-05 23:27:27.377555,2026-08-05 23:27:33.926349,0 days 00:00:06.548794,8,0.3811677499604104,8,0.0001394211290887622,RMSprop,32,130,COMPLETE
5,0.017484566196799278,2026-08-05 23:27:33.926720,2026-08-05 23:27:36.865851,0 days 00:00:02.939131,8,0.1690139301412539,4,0.00020216899404361816,RMSprop,16,72,COMPLETE
6,0.01802050694823265,2026-08-05 23:27:36.866233,2026-08-05 23:27:40.925734,0 days 00:00:04.059501,16,0.13941298560347334,4,0.00015369380659083074,RMSprop,8,150,COMPLETE
7,0.010482375510036945,2026-08-05 23:27:40.926135,2026-08-05 23:27:44.436257,0 days 00:00:03.510122,16,0.41401905470040395,8,0.0004916573588808331,RMSprop,8,103,COMPLETE
8,0.007793450728058815,2026-08-05 23:27:44.436628,2026-08-05 23:27:46.422593,0 days 00:00:01.985965,16,0.15203535659518755,8,0.0006123671340271782,RMSprop,32,45,COMPLETE
9,0.05377601087093353,2026-08-05 23:27:46.422960,2026-08-05 23:27:49.614835,0 days 00:00:03.191875,16,0.3633482281526314,13,0.0001418202719113476,Adam,8,70,COMPLETE
10,0.01350710541009903,2026-08-05 23:27:49.615213,2026-08-05 23:27:52.609525,0 days 00:00:02.994312,8,0.22501136996414967,13,0.0009126018003500513,Adam,32,38,COMPLETE
11,0.010635817423462868,2026-08-05 23:27:52.609924,2026-08-05 23:27:57.172942,0 days 00:00:04.563018,8,0.44052670593503684,8,0.0003646466034561143,Adam,32,83,COMPLETE
12,0.009854153729975224,2026-08-05 23:27:57.173316,2026-08-05 23:27:59.262230,0 days 00:00:02.088914,8,0.35346524483864633,8,0.0003313538968147165,Adam,32,29,COMPLETE
13,0.009181742556393147,2026-08-05 23:27:59.262598,2026-08-05 23:28:04.884293,0 days 00:00:05.621695,8,0.36835778162231747,8,0.00010082306625725265,Adam,32,103,COMPLETE
14,0.0082339346408844,2026-08-05 23:28:04.884658,2026-08-05 23:28:08.733917,0 days 00:00:03.849259,8,0.24663462686260768,8,0.0004971167824810949,RMSprop,16,73,COMPLETE
15,0.004219608381390572,2026-08-05 23:28:08.734394,2026-08-05 23:28:12.395937,0 days 00:00:03.661543,8,0.43876938546843586,8,0.0007627001322600029,Adam,32,63,COMPLETE
16,0.017065739259123802,2026-08-05 23:28:12.396328,2026-08-05 23:28:17.170953,0 days 00:00:04.774625,8,0.44756239767266165,13,0.0009835567830699574,Adam,32,69,COMPLETE
17,0.006371194031089544,2026-08-05 23:28:17.171323,2026-08-05 23:28:20.752690,0 days 00:00:03.581367,8,0.32028038238819073,8,0.0006934441067324738,Adam,32,60,COMPLETE
18,0.009550141170620918,2026-08-05 23:28:20.753084,2026-08-05 23:28:23.776629,0 days 00:00:03.023545,8,0.4021401428709535,8,0.000689199976971038,Adam,16,50,COMPLETE
19,0.014597535133361816,2026-08-05 23:28:23.777054,2026-08-05 23:28:26.934113,0 days 00:00:03.157059,8,0.2139898762164472,13,0.00047286808722437875,Adam,32,41,COMPLETE
20,0.013999818824231625,2026-08-05 23:28:26.934472,2026-08-05 23:28:30.118416,0 days 00:00:03.183944,8,0.10689913145245244,8,0.0003944516462150566,Adam,32,53,COMPLETE
21,0.004018452949821949,2026-08-05 23:28:30.118805,2026-08-05 23:28:32.742754,0 days 00:00:02.623949,8,0.3250609469647021,8,0.0007192936195005837,Adam,32,39,COMPLETE
22,0.006561271846294403,2026-08-05 23:28:32.743165,2026-08-05 23:28:35.548558,0 days 00:00:02.805393,8,0.3226989035278732,8,0.0007636877907731721,Adam,32,44,COMPLETE
23,0.006951233372092247,2026-08-05 23:28:35.548940,2026-08-05 23:28:41.360278,0 days 00:00:05.811338,8,0.39778476997826734,8,0.0005734423936701957,Adam,32,109,COMPLETE
24,0.01062626764178276,2026-08-05 23:28:41.360634,2026-08-05 23:28:43.134429,0 days 00:00:01.773795,8,0.2629943618787804,8,0.0008540439434202134,Adam,32,22,COMPLETE
25,0.006747968960553408,2026-08-05 23:28:43.134800,2026-08-05 23:28:50.666588,0 days 00:00:07.531788,8,0.42781293100513007,8,0.00029704099680371524,Adam,16,150,COMPLETE
26,0.007105775643140078,2026-08-05 23:28:50.666969,2026-08-05 23:28:52.848845,0 days 00:00:02.181876,8,0.342867039241205,8,0.000584896624473369,Adam,32,31,COMPLETE
27,0.013622238300740719,2026-08-05 23:28:52.849229,2026-08-05 23:28:57.220709,0 days 00:00:04.371480,8,0.38379455459263656,8,0.0004249177369408195,Adam,32,78,COMPLETE
28,0.01056677009910345,2026-08-05 23:28:57.221106,2026-08-05 23:28:59.074668,0 days 00:00:01.853562,8,0.4480222188492347,13,0.0007404304913849898,Adam,32,19,COMPLETE
29,0.016832225024700165,2026-08-05 23:28:59.075019,2026-08-05 23:29:02.339317,0 days 00:00:03.264298,8,0.28938311777368525,4,0.0002954630208127248,Adam,16,78,COMPLETE
30,0.012507702223956585,2026-08-05 23:29:02.339671,2026-08-05 23:29:04.980705,0 days 00:00:02.641034,8,0.33663461293626673,4,0.0008272498098941252,Adam,32,57,COMPLETE
31,0.007384499069303274,2026-08-05 23:29:04.981084,2026-08-05 23:29:06.937202,0 days 00:00:01.956118,8,0.31111249507787425,8,0.0006715869275238203,Adam,32,26,COMPLETE
32,0.010580817237496376,2026-08-05 23:29:06.937596,2026-08-05 23:29:11.863323,0 days 00:00:04.925727,8,0.3091799977678333,8,0.0005721727798327776,Adam,32,88,COMPLETE
33,0.0074257152155041695,2026-08-05 23:29:11.863673,2026-08-05 23:29:17.448529,0 days 00:00:05.584856,8,0.41800326684333555,8,0.0006910915773069858,Adam,32,103,COMPLETE
34,0.003955045714974403,2026-08-05 23:29:17.448915,2026-08-05 23:29:20.771207,0 days 00:00:03.322292,16,0.38780758790726416,8,0.0009727055192390801,Adam,32,84,COMPLETE
35,0.008373171091079712,2026-08-05 23:29:20.771578,2026-08-05 23:29:25.522520,0 days 00:00:04.750942,16,0.3879224802057821,8,0.0009727436842622238,Adam,8,140,COMPLETE
36,0.009119284339249134,2026-08-05 23:29:25.522907,2026-08-05 23:29:27.069921,0 days 00:00:01.547014,16,0.42813353675065313,4,0.0008048258519669545,RMSprop,32,38,COMPLETE
37,0.01702096313238144,2026-08-05 23:29:27.070299,2026-08-05 23:29:31.234105,0 days 00:00:04.163806,16,0.3727384399904531,8,0.00025705683204673037,Adam,8,118,COMPLETE
38,0.006347671616822481,2026-08-05 23:29:31.234480,2026-08-05 23:29:34.415494,0 days 00:00:03.181014,16,0.4025090463892461,8,0.00048463653911028017,RMSprop,32,86,COMPLETE
39,0.009715449064970016,2026-08-05 23:29:34.415861,2026-08-05 23:29:35.670512,0 days 00:00:01.254651,16,0.34761420214629163,4,0.0008802072644366162,Adam,32,22,COMPLETE
40,0.006490700878202915,2026-08-05 23:29:35.670884,2026-08-05 23:29:39.497192,0 days 00:00:03.826308,16,0.4259221578261136,8,0.0006278551321391497,RMSprop,8,112,COMPLETE
41,0.006836186163127422,2026-08-05 23:29:39.497598,2026-08-05 23:29:41.853226,0 days 00:00:02.355628,16,0.39813130163113947,8,0.0005151638128040374,RMSprop,32,56,COMPLETE
