params_lookback,mean,std,min,count
4,0.02467005979269743,0.01889803710409946,0.00709123071283102,9
8,0.022220215993002057,0.02463526324970375,0.006126768421381712,14
13,0.021066948637151375,0.035948626462007485,0.004661015700548887,52
