params_lookback,mean,std,min,count
4,0.024285250757303502,0.01980704657337143,0.012056443840265274,9
8,0.023110833950340748,0.018326111467305378,0.007553694769740105,15
13,0.02370306995569491,0.032743188501900125,0.003549918532371521,51
