params_lookback,mean,std,min,count
4,0.013791712753188152,0.0067727839322722265,0.006098141893744469,13
8,0.010196120146876918,0.007275586262142353,0.004330884665250778,52
13,0.012135236337780953,0.0076097979373081544,0.006318117957562208,10
