params_lookback,mean,std,min,count
4,0.03231967380270362,0.021823343001461586,0.010818930342793465,8
8,0.03262202645790704,0.03649303140925438,0.004817938432097435,47
13,0.06078241707291454,0.07282837086357288,0.006488850340247154,20
