dropout_bin,mean,std,min,count
0.10-0.20,0.005899817822501064,0.0014710068283856198,0.0037571226712316275,5
0.20-0.30,0.010300746653228998,0.008890289580768797,0.003998240455985069,6
0.30-0.40,0.00511301447841106,0.0033807184983534523,0.002727137878537178,32
0.40-0.50,0.004318855826568324,0.001938115349198045,0.002563242567703128,32
