params_units,mean,std,min,count
8,0.005502268848619585,0.00592386541922293,0.0027187983505427837,29
16,0.005315465506518612,0.0031610816311295337,0.0026074436027556658,37
32,0.007436898433499866,0.003676380989113728,0.004529012832790613,9
