params_units,mean,std,min,count
8,0.013279656272219576,0.00827319929322477,0.005474235396832228,23
16,0.013936750125139952,0.017009652056433212,0.00480309035629034,40
32,0.011507542144196728,0.004551440241499881,0.005280655808746815,12
