params_units,mean,std,min,count
8,0.0072577329410705715,0.005718113755002131,0.002772527514025569,16
16,0.005080741871257915,0.002337187123700413,0.0026232304517179728,34
32,0.006105621363967657,0.003562645910135386,0.0027128690853714943,25
