params_units,mean,std,min,count
8,0.016664957296789476,0.017359392897872514,0.00488850474357605,38
16,0.016438194583835348,0.015305682115585237,0.004884303081780672,28
32,0.03309769638710552,0.023339120165059915,0.008039955049753189,9
