lr_bin,mean,std,min,count
1e-4-3e-4,0.09824203056367961,0.08195620564151661,0.023435132578015327,11
3e-4-6e-4,0.08108841737901623,0.19786855850213325,0.004116946831345558,22
6e-4-1e-3,0.038654615581479104,0.04340017665293367,0.003817636054009199,42
