lr_bin,mean,std,min,count
1e-4-3e-4,0.06391744756632868,0.07705916322443761,0.006962709128856659,34
3e-4-6e-4,0.05573024007457274,0.08738503814577149,0.005647108890116215,27
6e-4-1e-3,0.05388388669650469,0.09299213373285246,0.008436893112957478,14
