dropout_bin,mean,std,min,count
0.10-0.20,0.01963665257943304,0.011657820966949069,0.006000154186040163,19
0.20-0.30,0.011140142367886645,0.004030864273002013,0.006316902581602335,14
0.30-0.40,0.011057595748247372,0.007832385128952894,0.00559240160509944,18
0.40-0.50,0.008059837758385887,0.003320480163641154,0.0037826159968972206,24
