params_units,mean,std,min,count
8,0.02264826570171863,0.04691804139898809,0.004406978841871023,52
16,0.027937650540843607,0.021326855845610115,0.007551539223641157,10
32,0.022840195836929176,0.015104514228760886,0.008093382231891155,13
