dropout_bin,mean,std,min,count
0.10-0.20,0.01107255247188732,0.01066912347963879,0.0030550977680832148,4
0.20-0.30,0.005078389904358321,0.0014477645805249114,0.0031067056115716696,9
0.30-0.40,0.004185540701395699,0.001586641414546346,0.0026927117723971605,28
0.40-0.50,0.003462886417229824,0.0007509657225666529,0.002561344765126705,34
