dropout_bin,mean,std,min,count
0.10-0.20,0.04971804434899241,0.04771238043132743,0.008840704336762428,8
0.20-0.30,0.05747025620075874,0.055182914584526524,0.006153665017336607,16
0.30-0.40,0.05030700905869404,0.08386209873189797,0.004452195484191179,36
0.40-0.50,0.03775196857750416,0.06421930181505398,0.0051621003076434135,15
