dropout_bin,mean,std,min,count
0.10-0.20,0.032215662802068085,0.02390103199821565,0.01215310487896204,13
0.20-0.30,0.022427890900871716,0.019707602201981773,0.005941764917224646,32
0.30-0.40,0.025826366759998644,0.02334024563114305,0.00607971241697669,23
0.40-0.50,0.04534151830843517,0.05153126071846107,0.010602541267871857,7
