number,value,datetime_start,datetime_complete,duration,params_batch,params_dropout,params_lookback,params_lr,params_optimizer,params_units,user_attrs_epochs,state
0,0.07809245586395264,2026-08-05 23:03:29.003087,2026-08-05 23:03:30.513275,0 days 00:00:01.510188,8,0.12819999564829973,4,0.00023929167445907565,Adam,32,21,COMPLETE
1,0.07091375440359116,2026-08-05 23:03:30.513659,2026-08-05 23:03:35.113002,0 days 00:00:04.599343,16,0.37493145181924664,4,0.00015861644125093115,Adam,32,149,COMPLETE
2,0.030577512457966805,2026-08-05 23:03:35.113377,2026-08-05 23:03:36.365445,0 days 00:00:01.252068,8,0.4012040388496129,4,0.0008553250342284149,RMSprop,8,17,COMPLETE
3,0.034893497824668884,2026-08-05 23:03:36.365809,2026-08-05 23:03:42.132226,0 days 00:00:05.766417,8,0.13258292401570348,13,0.0002613557788884666,Adam,32,95,COMPLETE
4,0.012241581454873085,2026-08-05 23:03:42.132590,2026-08-05 23:03:45.086084,0 days 00:00:02.953494,8,0.22269619551183678,13,0.0008213377104337232,RMSprop,32,45,COMPLETE
5,0.016739392653107643,2026-08-05 23:03:45.086445,2026-08-05 23:03:50.932873,0 days 00:00:05.846428,8,0.12502713085679207,4,0.00044748787702919725,Adam,8,150,COMPLETE
6,0.014628831297159195,2026-08-05 23:03:50.933243,2026-08-05 23:03:52.894608,0 days 00:00:01.961365,8,0.19859698835983758,8,0.0008528789760814376,RMSprop,32,38,COMPLETE
7,0.0074651506729424,2026-08-05 23:03:52.894990,2026-08-05 23:03:56.137860,0 days 00:00:03.242870,16,0.20197538244990468,8,0.00031971847999020636,RMSprop,16,94,COMPLETE
8,0.013281031511723995,2026-08-05 23:03:56.138233,2026-08-05 23:03:59.123445,0 days 00:00:02.985212,8,0.32635066920314304,4,0.0003683254343567958,RMSprop,8,68,COMPLETE
9,0.09284217655658722,2026-08-05 23:03:59.123829,2026-08-05 23:04:04.052962,0 days 00:00:04.929133,16,0.2231989011593185,8,0.00022868821874731586,Adam,8,150,COMPLETE
