params_lookback,mean,std,min,count
4,0.034880691091530025,0.027496636223130356,0.01236374769359827,8
8,0.04529185518622399,0.05737667071255838,0.0051621003076434135,15
13,0.05261878754334667,0.07855904774351169,0.004452195484191179,52
