params_units,mean,std,min,count
8,0.007288340365197113,0.013474163447556996,0.002583384048193693,47
16,0.004915823170449585,0.0031234130303617927,0.0025447141379117966,20
32,0.005694249732187018,0.002269657756602986,0.0035496132913976908,8
