params_units,mean,std,min,count
8,0.01178767264354974,0.00891310126489167,0.004430362023413181,36
16,0.012113088741898537,0.008903597731341067,0.004961168859153986,25
32,0.03058543598412403,0.02837139162375436,0.00605989433825016,14
