dropout_bin,mean,std,min,count
0.10-0.20,0.011323978658765554,0.0032717396920703802,0.007151943165808916,5
0.20-0.30,0.014491395559161901,0.012122257865298016,0.0057164141908288,10
0.30-0.40,0.010272644976477908,0.016280495342417635,0.0046738069504499435,46
0.40-0.50,0.00944783941044339,0.003930918227323215,0.005306635983288288,14
