dropout_bin,mean,std,min,count
0.10-0.20,0.022781873121857643,0.004834591604296142,0.014466026797890663,5
0.20-0.30,0.0559864194047722,0.08803589055287893,0.006130131892859936,22
0.30-0.40,0.03458079733689757,0.049275702055429686,0.004858024884015322,38
0.40-0.50,0.033638048265129325,0.02105076699099974,0.007366464473307133,10
