params_lookback,mean,std,min,count
4,0.018719405508958377,0.011735177556040524,0.008212646469473839,26
8,0.02946871693711728,0.023882015252192215,0.011757401749491692,8
13,0.02619079716231038,0.02193812371536888,0.004945910535752773,41
