params_units,mean,std,min,count
8,0.022884939510661822,0.024737005146715098,0.005096360109746456,13
16,0.017306051306569807,0.013562408606149705,0.005022087134420872,52
32,0.013764216471463442,0.003986954876934884,0.008413922041654587,10
