dropout_bin,mean,std,min,count
0.10-0.20,0.02205657456070185,0.008360991078100493,0.014852513559162617,5
0.20-0.30,0.05284525686874986,0.06153550870317619,0.005829304922372103,23
0.30-0.40,0.03266957224977593,0.02640194729529629,0.004666624590754509,31
0.40-0.50,0.05563417618395761,0.09144945325357695,0.005356877110898495,16
