params_units,mean,std,min,count
8,0.005658055686702331,0.0024885286206751543,0.0026669162325561047,15
16,0.005762942804722115,0.0020843759372506042,0.002813856117427349,16
32,0.005156855553981255,0.0022411138853664055,0.002044809516519308,44
