dropout_bin,mean,std,min,count
0.10-0.20,0.030344619119370527,0.025153664423185035,0.008575325831770897,22
0.20-0.30,0.042503288037897574,0.04679973139568814,0.0062651848420500755,21
0.30-0.40,0.0365418124711141,0.04220306149382102,0.00646959338337183,16
0.40-0.50,0.03411913718446158,0.06033784797989149,0.005912940017879009,16
