params_lookback,mean,std,min,count
4,0.01884107943624258,0.01662938908732527,0.006515374407172203,18
8,0.039562389771971435,0.07484769090508002,0.006921407766640186,18
13,0.018019139026411068,0.018633320881545883,0.004406978841871023,39
