params_units,mean,std,min,count
8,0.06207434454311927,0.0506782539796401,0.008273635059595108,15
16,0.039739388284612105,0.04443534156290776,0.005508869420737028,44
32,0.08488868945278227,0.07424787425745642,0.010207896120846272,16
