dropout_bin,mean,std,min,count
0.10-0.20,0.03369102254509926,0.04855225129947666,0.00880384910851717,4
0.20-0.30,0.01164737038521303,0.0032931415910921152,0.00780534790828824,9
0.30-0.40,0.01838398630368627,0.013692403715504557,0.004233972169458866,36
0.40-0.50,0.01597496996132227,0.015033072021433192,0.004844801966100931,26
