dropout_bin,mean,std,min,count
0.10-0.20,0.05685581223418315,0.06106056904376145,0.009079054929316044,15
0.20-0.30,0.04089837876634429,0.04216375799701566,0.0037937487941235304,23
0.30-0.40,0.04620819114562538,0.0444717309575347,0.005923655349761248,27
0.40-0.50,0.055352346831932665,0.0453348846201048,0.005938274320214987,10
