dropout_bin,mean,std,min,count
0.10-0.20,0.13636693432927133,0.10084127758118833,0.026049289852380753,5
0.20-0.30,0.03083631508052349,0.025304820310803926,0.01045138482004404,10
0.30-0.40,0.036024631262989715,0.04879701847464326,0.004786012228578329,48
0.40-0.50,0.02896738168783486,0.02237412712409303,0.008717963472008705,12
