dropout_bin,mean,std,min,count
0.10-0.20,0.0718589372932911,0.06122072576451084,0.009684457443654537,10
0.20-0.30,0.03894406479472915,0.05025309933489354,0.005727171432226896,15
0.30-0.40,0.04706944712875959,0.03987670913066528,0.006030482240021229,34
0.40-0.50,0.03016256634145975,0.025690902592934897,0.0060859317891299725,16
