params_lookback,mean,std,min,count
4,0.0036460426456939718,0.0009672087639463313,0.0026814115699380636,39
8,0.005268748826347291,0.0022621258008370714,0.0033375283237546682,10
13,0.005001763284851152,0.004636739624261719,0.002561344765126705,26
