params_units,mean,std,min,count
8,0.010012996483694863,0.005425551238846574,0.0053530666045844555,37
16,0.012964795768746862,0.01076551969674993,0.0037826159968972206,23
32,0.016857336616764466,0.009747277599087924,0.006242653820663691,15
