params_lookback,mean,std,min,count
4,0.020418200848831072,0.022903529903022034,0.006759149022400379,18
8,0.02547607555364569,0.023148305200763494,0.006628686562180519,18
13,0.02178825778313554,0.024558013823660543,0.005022379104048014,39
