number,value,datetime_start,datetime_complete,duration,params_batch,params_dropout,params_lookback,params_lr,params_optimizer,params_units,user_attrs_epochs,state
0,0.20771287381649017,2026-08-05 22:58:39.554478,2026-08-05 22:58:41.785259,0 days 00:00:02.230781,16,0.23149465367116365,8,0.0002438628955955443,RMSprop,8,60,COMPLETE
1,0.004666624590754509,2026-08-05 22:58:41.785603,2026-08-05 22:58:47.282024,0 days 00:00:05.496421,16,0.38499339307229524,13,0.0002244826282162043,RMSprop,16,150,COMPLETE
2,0.037329014390707016,2026-08-05 22:58:47.282402,2026-08-05 22:58:48.921544,0 days 00:00:01.639142,16,0.2646633987594588,13,0.0009649841540412175,Adam,16,28,COMPLETE
3,0.032906923443078995,2026-08-05 22:58:48.921899,2026-08-05 22:58:54.186815,0 days 00:00:05.264916,16,0.3747431174053699,13,0.0005706974681016668,Adam,16,137,COMPLETE
4,0.014852513559162617,2026-08-05 22:58:54.187183,2026-08-05 22:58:55.618753,0 days 00:00:01.431570,16,0.18657816742183742,8,0.00020255275673917864,RMSprop,32,27,COMPLETE
5,0.007925079204142094,2026-08-05 22:58:55.619163,2026-08-05 22:58:58.252815,0 days 00:00:02.633652,8,0.2802718232601543,4,0.00027042316896360493,Adam,16,55,COMPLETE
6,0.013263275846838951,2026-08-05 22:58:58.253195,2026-08-05 22:58:59.533823,0 days 00:00:01.280628,16,0.2757436254861002,13,0.0003688869615248512,Adam,32,16,COMPLETE
7,0.03394657373428345,2026-08-05 22:58:59.534184,2026-08-05 22:59:01.320415,0 days 00:00:01.786231,8,0.20110966519273402,4,0.00042143014630011035,RMSprop,32,32,COMPLETE
8,0.026276158168911934,2026-08-05 22:59:01.320780,2026-08-05 22:59:02.998151,0 days 00:00:01.677371,8,0.279154086802039,4,0.0003128321985441154,Adam,32,27,COMPLETE
9,0.03295150399208069,2026-08-05 22:59:02.998522,2026-08-05 22:59:04.372920,0 days 00:00:01.374398,16,0.43965853331954213,4,0.0009523000878098449,RMSprop,8,29,COMPLETE
10,0.060434576123952866,2026-08-05 22:59:04.373274,2026-08-05 22:59:06.234258,0 days 00:00:01.860984,8,0.37453899269981494,13,0.00010956391924102852,RMSprop,16,25,COMPLETE
11,0.016892490908503532,2026-08-05 22:59:06.234640,2026-08-05 22:59:08.338723,0 days 00:00:02.104083,8,0.11120734232172458,4,0.00015383453084554628,Adam,16,39,COMPLETE
12,0.028209112584590912,2026-08-05 22:59:08.339083,2026-08-05 22:59:11.771672,0 days 00:00:03.432589,8,0.3574082085242801,13,0.00018427693409069247,RMSprop,16,58,COMPLETE
13,0.008352641016244888,2026-08-05 22:59:11.772027,2026-08-05 22:59:17.721659,0 days 00:00:05.949632,8,0.3343120289575688,4,0.00025985824702476416,Adam,16,150,COMPLETE
14,0.2656165063381195,2026-08-05 22:59:17.722028,2026-08-05 22:59:22.486733,0 days 00:00:04.764705,16,0.43713294855044454,8,0.00012462405700401313,RMSprop,16,150,COMPLETE
15,0.02563563920557499,2026-08-05 22:59:22.487104,2026-08-05 22:59:27.659006,0 days 00:00:05.171902,8,0.3233691297769198,13,0.0005309205462854885,Adam,16,89,COMPLETE
16,0.008441884070634842,2026-08-05 22:59:27.659464,2026-08-05 22:59:31.809065,0 days 00:00:04.149601,8,0.40647302917738165,4,0.00026246111636550335,RMSprop,8,104,COMPLETE
17,0.0270485021173954,2026-08-05 22:59:31.809422,2026-08-05 22:59:36.248971,0 days 00:00:04.439549,16,0.1388028231861968,4,0.00014944064839207056,Adam,16,150,COMPLETE
18,0.01572231762111187,2026-08-05 22:59:36.249338,2026-08-05 22:59:38.692772,0 days 00:00:02.443434,16,0.3108337625911779,13,0.00020079629266790756,RMSprop,16,55,COMPLETE
19,0.005356877110898495,2026-08-05 22:59:38.693144,2026-08-05 22:59:43.570262,0 days 00:00:04.877118,8,0.4020941106176563,8,0.00048564725962581344,Adam,8,124,COMPLETE
20,0.015799248591065407,2026-08-05 22:59:43.570626,2026-08-05 22:59:46.674201,0 days 00:00:03.103575,8,0.40258106932912424,8,0.0007237701822840535,Adam,8,74,COMPLETE
21,0.021783482283353806,2026-08-05 22:59:46.674567,2026-08-05 22:59:52.420286,0 days 00:00:05.745719,8,0.40386094505896614,8,0.00043499817883887754,Adam,8,150,COMPLETE
22,0.017036305740475655,2026-08-05 22:59:52.420786,2026-08-05 22:59:58.174762,0 days 00:00:05.753976,8,0.35080564006363457,8,0.00032511845338300887,Adam,8,150,COMPLETE
23,0.00734637351706624,2026-08-05 22:59:58.175127,2026-08-05 23:00:00.434846,0 days 00:00:02.259719,8,0.3111785102708413,8,0.0005400207835340665,Adam,8,46,COMPLETE
24,0.034348417073488235,2026-08-05 23:00:00.435241,2026-08-05 23:00:06.171770,0 days 00:00:05.736529,8,0.3841050351969611,8,0.0006279431350633191,Adam,8,150,COMPLETE
25,0.02771831303834915,2026-08-05 23:00:06.172129,2026-08-05 23:00:07.543719,0 days 00:00:01.371590,8,0.30779624941874134,8,0.0004696664384189224,Adam,8,22,COMPLETE
26,0.00543478038161993,2026-08-05 23:00:07.544113,2026-08-05 23:00:09.696728,0 days 00:00:02.152615,16,0.41601547902997094,8,0.0007334486408924601,RMSprop,8,56,COMPLETE
27,0.012681328691542149,2026-08-05 23:00:09.697082,2026-08-05 23:00:12.975399,0 days 00:00:03.278317,16,0.42236970118183964,8,0.0007665137606683272,RMSprop,8,98,COMPLETE
28,0.025731872767210007,2026-08-05 23:00:12.975800,2026-08-05 23:00:15.193193,0 days 00:00:02.217393,16,0.4479597107315903,8,0.0007700198958555582,RMSprop,8,58,COMPLETE
29,0.01055198535323143,2026-08-05 23:00:15.193551,2026-08-05 23:00:19.832095,0 days 00:00:04.638544,16,0.35145781364509643,8,0.0003593122181222999,RMSprop,8,150,COMPLETE
30,0.02539406158030033,2026-08-05 23:00:19.832461,2026-08-05 23:00:22.602135,0 days 00:00:02.769674,16,0.41799128923198636,13,0.0006642348435518718,RMSprop,8,66,COMPLETE
31,0.03057357855141163,2026-08-05 23:00:22.602546,2026-08-05 23:00:23.848281,0 days 00:00:01.245735,16,0.39196815231558035,8,0.0005086180674208049,RMSprop,8,22,COMPLETE
32,0.08649581670761108,2026-08-05 23:00:23.848654,2026-08-05 23:00:26.890433,0 days 00:00:03.041779,16,0.362907912721813,8,0.0006110831525446283,RMSprop,8,88,COMPLETE
33,0.0465814545750618,2026-08-05 23:00:26.890806,2026-08-05 23:00:30.835687,0 days 00:00:03.944881,16,0.3003955249375131,8,0.0004061624361457703,Adam,8,118,COMPLETE
34,0.182012677192688,2026-08-05 23:00:30.836052,2026-08-05 23:00:33.758068,0 days 00:00:02.922016,16,0.22001031250461034,8,0.0009373529752896506,Adam,8,79,COMPLETE
35,0.04608533903956413,2026-08-05 23:00:33.758446,2026-08-05 23:00:35.361583,0 days 00:00:01.603137,8,0.2545327515189224,13,0.0008433085595629474,RMSprop,32,19,COMPLETE
36,0.3061477839946747,2026-08-05 23:00:35.361948,2026-08-05 23:00:36.519346,0 days 00:00:01.157398,16,0.4262532904260657,8,0.00023039495477929266,Adam,8,16,COMPLETE
37,0.07315809279680252,2026-08-05 23:00:36.519700,2026-08-05 23:00:39.572750,0 days 00:00:03.053050,8,0.3770681352258401,13,0.0005461493405335586,RMSprop,32,48,COMPLETE
38,0.014231325127184391,2026-08-05 23:00:39.573218,2026-08-05 23:00:44.493873,0 days 00:00:04.920655,16,0.23899911093153134,8,0.00031086869268591314,Adam,8,150,COMPLETE
39,0.015041551552712917,2026-08-05 23:00:44.494294,2026-08-05 23:00:47.315389,0 days 00:00:02.821095,8,0.3324489163793354,8,0.0004852623728561957,RMSprop,8,68,COMPLETE
40,0.07859503477811813,2026-08-05 23:00:47.315737,2026-08-05 23:00:49.221433,0 days 00:00:01.905696,16,0.3933535533507726,13,0.0005861577800651739,Adam,32,35,COMPLETE
41,0.005829304922372103,2026-08-05 23:00:49.221816,2026-08-05 23:00:53.001598,0 days 00:00:03.779782,8,0.2787288501472737,4,0.0002836599441004757,Adam,16,89,COMPLETE
42,0.03437413275241852,2026-08-05 23:00:53.001961,2026-08-05 23:00:54.414949,0 days 00:00:01.412988,8,0.18576673036935082,4,0.0002286764312668267,Adam,16,19,COMPLETE
