dropout_bin,mean,std,min,count
0.10-0.20,0.00931364055722952,0.006739494291780654,0.005119011737406254,5
0.20-0.30,0.005310560809448361,0.0017397547483885309,0.0030363616533577442,8
0.30-0.40,0.004956290664267726,0.002156117404000057,0.001973360078409314,32
0.40-0.50,0.008839051603960495,0.011456591258688056,0.0026760452892631292,30
