params_lookback,mean,std,min,count
4,0.005472193922226628,0.0024784134120897664,0.003100607544183731,15
8,0.005151290271896869,0.0011036926616224438,0.003223591484129429,8
13,0.006255160961210584,0.006175349661400515,0.0017364154336974025,52
