lr_bin,mean,std,min,count
1e-4-3e-4,0.029412667476572098,0.03841803379042743,0.005683501251041889,20
3e-4-6e-4,0.011783898901194334,0.012085732973488465,0.004661267623305321,45
6e-4-1e-3,0.011283505894243716,0.004282683372033089,0.0073684463277459145,10
