dropout_bin,mean,std,min,count
0.10-0.20,0.006605072074751483,0.006659774373970461,0.0017364154336974025,41
0.20-0.30,0.005013093225319277,0.0021602027797030816,0.0029135686345398426,22
0.30-0.40,0.004376604842642943,0.0010481173779761587,0.003223591484129429,9
0.40-0.50,0.009358717128634453,0.006238716211036891,0.004675210453569889,3
