params_lookback,mean,std,min,count
4,0.006322297001523631,0.005235687771839968,0.002772527514025569,21
8,0.007442681264365092,0.00338029277910417,0.003210931783542037,8
13,0.005417386905047233,0.002855687287789655,0.0026232304517179728,46
