params_units,mean,std,min,count
8,0.003944033278255827,0.001377476769467769,0.0017598011763766408,45
16,0.007001140258378453,0.004794965916113345,0.0035128749441355467,9
32,0.004626931988501123,0.001625503377782536,0.0024168426170945168,21
