params_lookback,mean,std,min,count
4,0.0359059480833821,0.03399716955581125,0.005698880180716515,16
8,0.0638505443685541,0.07094185330166856,0.005535304080694914,38
13,0.025774648612631217,0.015522904579700103,0.005974568892270327,21
