dropout_bin,mean,std,min,count
0.10-0.20,0.0072045749053359035,0.0023862833539328005,0.00467581395059824,5
0.20-0.30,0.008522692893166095,0.006115395713107275,0.003902026917785406,8
0.30-0.40,0.0041543783004125276,0.0008874892314018553,0.0027035989332944155,31
0.40-0.50,0.004236453731033591,0.0021677718594247117,0.0026843599043786526,31
