params_lookback,mean,std,min,count
4,0.013604490202851593,0.0052833353711135905,0.00768359936773777,8
8,0.01351208266288299,0.03697583581633902,0.004149124026298523,58
13,0.010250614956021309,0.0031434864516642694,0.006861972156912088,9
