lr_bin,mean,std,min,count
1e-4-3e-4,0.05853958167135716,0.06672957170683125,0.006556110922247171,35
3e-4-6e-4,0.048323463462293145,0.06279741265658183,0.004518098663538694,35
6e-4-1e-3,0.059606292843818666,0.044378552230375554,0.017822034657001495,5
