params_units,mean,std,min,count
8,0.020111181400716306,0.016463601910589775,0.006490700878202915,10
16,0.008860474724012116,0.004081906032954287,0.005881395656615496,12
32,0.00924332232987684,0.0054880140502248315,0.003893485525622964,53
