params_lookback,mean,std,min,count
4,0.014271334558725358,0.004261042948779208,0.00929994322359562,10
8,0.023405009725441534,0.013710750493895196,0.007309619337320328,12
13,0.01705203921411116,0.01925053573672183,0.005043079610913992,53
