params_units,mean,std,min,count
8,0.016629129504928224,0.01330764731967629,0.007264385465532541,13
16,0.036790509811706014,0.039643033649936446,0.00832812488079071,9
32,0.017644270208998107,0.017673389379357817,0.004276906605809927,53
