lr_bin,mean,std,min,count
1e-4-3e-4,0.007426669970154762,0.005190501349310849,0.0026241601444780827,25
3e-4-6e-4,0.005162959829356302,0.002659414765743609,0.0026232304517179728,34
6e-4-1e-3,0.005018881332944147,0.001992668398002003,0.0027724693063646555,16
