lr_bin,mean,std,min,count
1e-4-3e-4,0.05649676318613014,0.07381110899170708,0.005039505660533905,56
3e-4-6e-4,0.0390708831210549,0.030882347774978443,0.007775424048304558,13
6e-4-1e-3,0.022313087712973356,0.008358444828438805,0.010924727655947208,6
