lr_bin,mean,std,min,count
1e-4-3e-4,0.016144474140471883,0.004907984043193065,0.009523226879537106,9
3e-4-6e-4,0.011749638679126899,0.00799336661324874,0.0045797755010426044,30
6e-4-1e-3,0.008718988094996247,0.003033229949555652,0.004869559779763222,36
