lr_bin,mean,std,min,count
1e-4-3e-4,0.01573307417107351,0.014438028930407838,0.004827344324439764,33
3e-4-6e-4,0.010702853656506963,0.005274510126998037,0.0057504428550601006,14
6e-4-1e-3,0.009410846862010658,0.008350368837575195,0.004698716104030609,28
